Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h),Apparent Temperature (C)
11.20555556,1025.1,0.44,12.9605,11.20555556
7.916666667,1025.86,0.62,14.0392,5.494444444
7.8,1026.45,0.6,13.9748,5.361111111
6.35,1026.7,0.66,10.6582,4.15
5.427777778,1027.25,0.7,10.4811,3.083333333
5.216666667,1027.46,0.68,6.4239,3.85
4.788888889,1027.63,0.73,9.9015,2.444444444
3.644444444,1027.49,0.77,3.4293,3.644444444
3.016666667,1027.37,0.8,3.4776,3.016666667
2.733333333,1027.33,0.8,6.3595,1.005555556
1.977777778,1027.55,0.85,3.3166,1.977777778
4.738888889,1027.55,0.77,3.1717,4.738888889
7.677777778,1027.59,0.71,9.338,6
11.11666667,1027.73,0.55,4.9105,11.11666667
12.87222222,1027.9,0.45,4.4114,12.87222222
14.96666667,1027.71,0.38,2.7209,14.96666667
16.11111111,1027.4,0.33,7.8729,16.11111111
17.22222222,1027.09,0.37,9.9176,17.22222222
17.71666667,1026.41,0.3,11.4471,17.71666667
17.82222222,1025.5,0.3,9.0321,17.82222222
17.86666667,1024.79,0.36,7.6636,17.86666667
17.89444444,1023.93,0.33,7.0357,17.89444444
17.8,1023.39,0.35,4.4919,17.8
16.13333333,1022.7,0.39,4.025,16.13333333
12.86666667,1022.5,0.5,8.2593,12.86666667
10.95555556,1022.49,0.55,9.66,10.95555556
10.28333333,1022.29,0.6,6.4722,10.28333333
8.694444444,1021.92,0.64,6.2146,7.927777778
8.088888889,1021.49,0.62,10.8997,6.2
7,1020.9,0.65,6.1502,5.988888889
6.655555556,1020.21,0.66,9.982,4.655555556
5.955555556,1019.69,0.69,6.1985,4.777777778
5.305555556,1019,0.74,6.4722,3.944444444
3.75,1018.58,0.78,6.1502,2.25
3.755555556,1018.09,0.83,7.6153,1.8
7.044444444,1017.88,0.73,7.6314,5.644444444
9.955555556,1017.52,0.62,10.6421,8.483333333
13.89444444,1017.08,0.51,8.0178,13.89444444
17.17777778,1016.49,0.43,9.4829,17.17777778
18.7,1016.02,0.37,7.2611,18.7
20.02222222,1015.36,0.32,7.5831,20.02222222
21.15555556,1014.37,0.3,7.8568,21.15555556
22.17777778,1013.64,0.32,4.2987,22.17777778
22.8,1012.68,0.31,14.007,22.8
22.73333333,1011.81,0.29,13.0088,22.73333333
21.28888889,1011.31,0.31,14.1358,21.28888889
20.07222222,1011.01,0.35,13.8782,20.07222222
18.91111111,1010.8,0.35,10.7548,18.91111111
16.37222222,1010.83,0.41,1.61,16.37222222
13.84444444,1010.9,0.52,3.22,13.84444444
13.25,1010.83,0.55,5.9248,13.25
11.25,1010.83,0.63,5.313,11.25
10.37777778,1010.75,0.67,6.118,10.37777778
9.266666667,1010.66,0.72,3.1234,9.266666667
9.061111111,1010.51,0.73,3.7352,9.061111111
7.6,1010.16,0.83,3.3166,7.6
6.561111111,1009.77,0.86,3.0268,6.561111111
6.838888889,1009.46,0.84,3.3005,6.838888889
5.933333333,1009.25,0.86,3.0751,5.933333333
9.666666667,1009.05,0.77,8.05,8.616666667
12.13888889,1008.93,0.71,6.8908,12.13888889
13.46666667,1008.52,0.64,6.3434,13.46666667
17.72222222,1008.2,0.49,3.1234,17.72222222
20.01111111,1007.84,0.39,3.4293,20.01111111
21.03888889,1007.21,0.32,9.4346,21.03888889
22.15,1006.69,0.28,3.0912,22.15
22.72777778,1005.89,0.31,7.3094,22.72777778
23.72777778,1004.6,0.29,1.1431,23.72777778
22.77777778,1003.6,0.27,10.9158,22.77777778
22.15,1003.02,0.3,6.5366,22.15
20.01666667,1002.21,0.44,12.6224,20.01666667
18.74444444,1001.64,0.44,7.2933,18.74444444
16.37777778,1001.63,0.52,0.7889,16.37777778
15.92222222,1001.75,0.59,9.0643,15.92222222
14.9,1001.94,0.63,10.6743,14.9
13.43333333,1002.3,0.85,16.1644,13.43333333
12.8,1001.71,0.89,17.0177,12.8
13.79444444,1000.39,0.75,10.626,13.79444444
12.33333333,1000.36,0.9,12.7351,12.33333333
12.15,999.55,0.93,3.4132,12.15
12.12777778,999.62,0.93,6.0053,12.12777778
12.17222222,999.36,0.93,3.3971,12.17222222
12.06111111,999.13,0.93,2.9302,12.06111111
12.08333333,999.34,0.99,9.4185,12.08333333
12.11666667,999.48,0.99,10.0625,12.11666667
11.92777778,999.74,0.99,13.4113,11.92777778
10.78888889,999.98,0.93,28.5614,10.78888889
8.983333333,1000.9,0.93,31.0891,5.183333333
7.777777778,1001.42,0.95,31.717,3.561111111
7.777777778,1001.59,0.95,33.2304,3.455555556
8.872222222,1001.7,0.82,32.7313,4.927777778
8.888888889,1001.61,0.82,32.8118,4.944444444
8.838888889,1001.72,0.82,28.4004,5.194444444
7.927777778,1002.07,0.86,29.785,3.9
7.311111111,1002.4,0.91,31.0569,3
7.266666667,1002.9,0.91,27.9657,3.188888889
7.083333333,1003.54,0.92,21.6384,3.538888889
7.172222222,1004.18,0.92,20.6402,3.755555556
6.644444444,1004.49,0.95,17.2109,3.488888889
6.111111111,1004.61,0.94,19.2556,2.577777778
6.083333333,1004.68,0.92,19.9318,2.461111111
5.577777778,1004.97,0.92,20.2216,1.783333333
5.572222222,1005.09,0.92,18.9175,1.938888889
5.577777778,1004.78,0.88,14.0231,2.627777778
5.555555556,1004.75,0.88,17.0338,2.155555556
5.455555556,1004.61,0.89,12.9927,2.65
5.022222222,1004.56,0.91,12.5097,2.205555556
6.038888889,1004.86,0.85,14.0714,3.188888889
5.994444444,1005.05,0.86,14.7476,3.027777778
6.088888889,1004.97,0.85,17.5007,2.761111111
7.155555556,1004.99,0.78,17.549,4.088888889
6.888888889,1005.36,0.81,20.7368,3.388888889
7.066666667,1005.6,0.79,20.5114,3.633333333
6.016666667,1005.79,0.86,25.1321,1.827777778
6.111111111,1006.07,0.87,23.4738,2.116666667
6.205555556,1006.07,0.86,26.2913,1.961111111
7.244444444,1006.24,0.85,26.8226,3.255555556
7.2,1006.25,0.78,22.7171,3.577777778
7.822222222,1006.34,0.75,17.2753,4.95
7.266666667,1006.44,0.78,14.0231,4.7
6.088888889,1006.86,0.84,7.9695,4.438888889
4.95,1007.55,0.92,4.669,4.95
4.372222222,1007.86,0.88,6.3756,2.894444444
3.755555556,1008.16,0.92,9.821,1.233333333
2.705555556,1008.47,0.91,6.5044,0.927777778
2.061111111,1008.68,0.92,6.3595,0.227777778
2.955555556,1008.81,0.9,10.5455,0.105555556
3.033333333,1008.77,0.89,11.0768,0.083333333
2.061111111,1009.17,0.89,6.762,0.088888889
1.038888889,1009.54,0.9,6.4078,-0.966666667
0.883333333,1009.85,0.92,11.2378,-2.544444444
2.555555556,1009.95,0.83,14.49,-1.161111111
5.683333333,1010.13,0.77,10.9319,3.3
7.733333333,1010.23,0.67,12.5419,5.494444444
9.977777778,1010.32,0.46,14.0392,8.022222222
11.01666667,1010.46,0.4,12.5097,11.01666667
12.24444444,1010.09,0.46,13.363,12.24444444
12.26666667,1009.7,0.4,14.1841,12.26666667
12.77777778,1009.58,0.34,12.2843,12.77777778
13.86111111,1009.27,0.38,2.254,13.86111111
13.91111111,1009.25,0.41,15.778,13.91111111
13.00555556,1009.26,0.45,14.9247,13.00555556
12.89444444,1009.25,0.44,14.1197,12.89444444
11.25,1009.54,0.54,12.719,11.25
8.372222222,1009.98,0.63,8.9033,6.916666667
7.777777778,1010.32,0.63,12.4292,5.566666667
6.155555556,1010.25,0.72,13.7655,3.377777778
6.244444444,1010.45,0.69,13.3791,3.544444444
6.188888889,1010.38,0.7,13.363,3.483333333
6.061111111,1010.24,0.73,14.0231,3.222222222
5.572222222,1009.98,0.74,15.9712,2.322222222
6.083333333,1009.84,0.71,16.9855,2.827777778
5.577777778,1009.84,0.73,16.8245,2.216666667
5.605555556,1009.8,0.74,18.515,2.027777778
5.116666667,1009.91,0.82,17.0821,1.605555556
6.183333333,1010.1,0.76,15.5043,3.15
6.15,1010.26,0.81,11.9784,3.672222222
7.822222222,1010.02,0.76,17.6295,4.905555556
10.01666667,1010.29,0.76,15.8746,10.01666667
13.85,1009.71,0.59,19.481,13.85
15.96666667,1009.14,0.45,23.6831,15.96666667
17.72222222,1008.73,0.43,28.2072,17.72222222
18.71111111,1008.33,0.39,23.6831,18.71111111
19.83333333,1007.63,0.38,26.3879,19.83333333
18.46111111,1007.34,0.42,23.6026,18.46111111
17.11666667,1007.23,0.43,23.0069,17.11666667
8.677777778,1008.78,0.93,23.6348,5.377777778
7.638888889,1010.09,0.89,20.7368,4.333333333
7.3,1011,0.87,19.9157,3.994444444
6.038888889,1012.18,0.93,23.506,2.016666667
5.972222222,1013.29,0.89,20.4309,2.261111111
5.4,1013.98,0.9,22.8781,1.261111111
5.416666667,1015.16,0.86,24.633,1.105555556
4.927777778,1016.32,0.89,17.0821,1.372222222
4.955555556,1017.04,0.87,13.1215,2.016666667
4.883333333,1017.5,0.86,14.3451,1.727777778
4.327777778,1017.82,0.89,10.948,1.672222222
4.438888889,1018.32,0.9,10.9641,1.794444444
4.811111111,1018.88,0.87,9.5634,2.55
4.883333333,1019.11,0.87,8.3398,2.927777778
6.805555556,1019.46,0.82,8.9355,5.05
7.15,1019.6,0.71,4.7656,7.15
8.794444444,1019.9,0.66,4.8461,8.45
9.8,1019.9,0.62,6.6171,9.094444444
11.11111111,1019.39,0.6,3.3327,11.11111111
12.71111111,1018.71,0.58,9.0321,12.71111111
12.60555556,1018.51,0.58,5.5384,12.60555556
12.73333333,1018.02,0.59,7.9534,12.73333333
13.79444444,1017.43,0.55,4.5402,13.79444444
13.68333333,1016.83,0.58,9.9981,13.68333333
13.75,1016.63,0.64,0.1449,13.75
12.73333333,1016.83,0.64,1.5295,12.73333333
11.98888889,1017.11,0.71,6.4561,11.98888889
10,1017.35,0.82,0.1449,10
9.861111111,1017.65,0.83,3.2683,9.861111111
9.438888889,1017.75,0.85,3.703,9.438888889
9.305555556,1018.14,0.89,3.5259,9.305555556
9.305555556,1017.78,0.86,13.846,7.222222222
8.827777778,1017.55,0.89,10.5455,7.144444444
8.75,1017.69,0.89,10.5777,7.05
8.238888889,1018.16,0.89,10.787,6.405555556
7.75,1018.44,0.96,10.0142,5.961111111
7.711111111,1018.58,0.96,12.2038,5.522222222
7.711111111,1018.69,0.96,13.7494,5.283333333
8.622222222,1018.94,0.91,13.202,6.477777778
8.816666667,1019.27,0.89,12.5258,6.816666667
10.95,1019.28,0.81,16.9211,10.95
11.77777778,1019.29,0.82,18.9819,11.77777778
12.17222222,1019.28,0.8,15.4882,12.17222222
12.24444444,1019.27,0.74,13.9265,12.24444444
12.76111111,1019.37,0.71,16.2127,12.76111111
12.28888889,1019.16,0.73,15.4077,12.28888889
12.82222222,1019.33,0.76,12.1555,12.82222222
12.95,1019.32,0.74,13.4918,12.95
12.33333333,1019.51,0.73,10.6904,12.33333333
11.25,1019.42,0.79,10.5294,11.25
10.23333333,1019.73,0.84,7.2611,10.23333333
7.85,1020.03,0.95,0,7.85
7.177777778,1020.42,0.96,3.22,7.177777778
6.394444444,1020.52,0.96,2.6887,6.394444444
7.566666667,1023.74,0.53,10.4489,5.655555556
5.505555556,1023.83,0.67,6.1502,4.272222222
5.127777778,1023.72,0.68,6.1502,3.838888889
4.4,1023.61,0.7,3.3005,4.4
4.35,1022.83,0.7,6.2951,2.894444444
3.872222222,1022.7,0.7,6.1985,2.377777778
3.794444444,1022.43,0.7,3.1878,3.794444444
4.955555556,1022.42,0.7,0.1449,4.955555556
9.444444444,1022.49,0.66,4.9105,9.166666667
12.12777778,1022.3,0.57,13.4918,12.12777778
13.88888889,1022.29,0.58,16.7118,13.88888889
15.98888889,1022.04,0.51,14.6993,15.98888889
17.75555556,1021.28,0.5,15.6492,17.75555556
18.86111111,1020.39,0.47,16.7601,18.86111111
20.11666667,1019.65,0.43,14.0875,20.11666667
21.08333333,1018.59,0.42,16.9694,21.08333333
22.12777778,1017.79,0.39,14.1358,22.12777778
21.20555556,1017.28,0.41,13.9587,21.20555556
20.04444444,1016.78,0.45,12.5419,20.04444444
17.26666667,1016.49,0.54,11.1251,17.26666667
16.16666667,1016.42,0.58,10.6904,16.16666667
13.72777778,1016.32,0.65,9.3702,13.72777778
13.75555556,1016.49,0.63,6.4883,13.75555556
11.82777778,1016.6,0.66,10.8997,11.82777778
6.505555556,1020.44,0.96,3.22,6.505555556
7.483333333,1020.34,1,3.22,7.483333333
7.288888889,1020.4,0.99,3.1556,7.288888889
6.3,1020.25,0.96,6.44,5.1
4.75,1020.43,1,0,4.75
4.016666667,1020.46,0.99,1.7227,4.016666667
3.638888889,1020.53,1,0,3.638888889
6.961111111,1020.53,1,0,6.961111111
10.71666667,1020.72,0.92,1.4329,10.71666667
13.71111111,1020.63,0.73,1.6905,13.71111111
14.90555556,1020.81,0.61,0.4347,14.90555556
15.03888889,1020.64,0.59,0.3542,15.03888889
15.16111111,1020.68,0.59,1.9964,15.16111111
15.16111111,1020.29,0.61,4.9266,15.16111111
16.22777778,1020.19,0.56,2.9463,16.22777778
17.24444444,1019.77,0.52,11.0929,17.24444444
17.24444444,1019.46,0.53,8.211,17.24444444
17.18333333,1018.92,0.51,2.3023,17.18333333
17.17777778,1018.78,0.58,5.0232,17.17777778
13.98333333,1018.59,0.67,4.8944,13.98333333
12.45,1018.7,0.72,3.3971,12.45
8.961111111,1018.89,0.92,7.8085,7.838888889
9.883333333,1018.81,0.83,6.44,9.238888889
8.777777778,1018.66,0.93,3.0751,8.777777778
11.6,1016.29,0.65,13.8943,11.6
9.516666667,1016.16,0.75,6.4561,8.805555556
10.36111111,1015.63,0.67,9.6439,10.36111111
9.844444444,1015.17,0.72,10.787,8.322222222
8.266666667,1014.96,0.77,10.8192,6.427777778
7.85,1014.61,0.8,6.3112,6.927777778
7.666666667,1014.01,0.77,13.5401,5.261111111
7.761111111,1014.18,0.83,1.7549,7.761111111
10.78888889,1013.94,0.73,11.6886,10.78888889
12.75555556,1013.87,0.69,11.0607,12.75555556
17.24444444,1013.86,0.63,7.9695,17.24444444
19.11666667,1013.44,0.62,10.1913,19.11666667
22.17777778,1012.85,0.43,12.7029,22.17777778
22.84444444,1012.15,0.38,20.0284,22.84444444
23.92222222,1011.71,0.33,16.9372,23.92222222
25.09444444,1010.84,0.32,17.4524,25.09444444
25.06666667,1010.15,0.33,17.7422,25.06666667
24.98888889,1009.77,0.31,17.1787,24.98888889
22.87222222,1009.56,0.37,15.7619,22.87222222
19.14444444,1009.74,0.47,10.9158,19.14444444
17.49444444,1010.13,0.58,8.694,17.49444444
16.09444444,1010.46,0.62,10.9963,16.09444444
16.58333333,1010.48,0.58,11.0446,16.58333333
15.56111111,1010.66,0.62,9.499,15.56111111
13.85,1010.88,0.69,6.4722,13.85
11.71666667,1011.07,0.76,10.7548,11.71666667
12.97777778,1010.84,0.68,9.5473,12.97777778
11.77777778,1010.54,0.73,13.8943,11.77777778
11.73333333,1010.34,0.68,13.8782,11.73333333
12.45555556,1010.12,0.68,14.9891,12.45555556
11.26666667,1009.96,0.76,16.9855,11.26666667
12.27222222,1010.45,0.71,13.7333,12.27222222
13.91666667,1010.52,0.67,11.5115,13.91666667
17.89444444,1010.35,0.55,14.2485,17.89444444
21.06666667,1010.36,0.46,20.1089,21.06666667
22.56666667,1010.5,0.4,20.6563,22.56666667
24.90555556,1010.25,0.32,21.7833,24.90555556
26.06111111,1009.75,0.28,23.4738,26.06111111
25.91666667,1009.33,0.3,21.7028,25.91666667
26.11111111,1008.65,0.31,21.9443,26.11111111
25.11666667,1008.15,0.32,23.5382,25.11666667
24.03888889,1008.21,0.39,13.2664,24.03888889
22.91666667,1007.87,0.47,9.8532,22.91666667
21.25,1008.06,0.45,9.4829,21.25
19.09444444,1008.48,0.52,8.8389,19.09444444
17.73888889,1008.87,0.59,9.2897,17.73888889
17.57777778,1009.07,0.58,10.8836,17.57777778
16.36111111,1009.26,0.64,6.0214,16.36111111
15.36666667,1009.35,0.66,9.4507,15.36666667
14.48888889,1009.36,0.66,6.5849,14.48888889
13.31111111,1009.2,0.73,6.0053,13.31111111
13.25,1008.99,0.72,3.3166,13.25
12.33888889,1008.78,0.75,9.2897,12.33888889
10.92222222,1008.84,0.8,5.7155,10.92222222
12.16111111,1008.59,0.72,9.1126,12.16111111
12.27777778,1008.88,0.74,9.2092,12.27777778
15.85555556,1009.17,0.68,4.5885,15.85555556
18.85,1009.08,0.52,9.6117,18.85
20.97222222,1009.58,0.49,12.6063,20.97222222
22.00555556,1009.52,0.39,17.3719,22.00555556
22.75555556,1009.4,0.38,15.778,22.75555556
24.83888889,1009.12,0.34,17.4202,24.83888889
24.75,1009.13,0.33,15.6331,24.75
24.88333333,1008.63,0.34,20.7368,24.88333333
23.91111111,1008.52,0.41,17.7261,23.91111111
23.87777778,1008.77,0.43,17.2431,23.87777778
22.77777778,1008.91,0.48,14.5061,22.77777778
20.01666667,1009.12,0.56,11.1895,20.01666667
18.18333333,1009.74,0.58,7.7924,18.18333333
17.17222222,1010.22,0.63,13.7816,17.17222222
16.03888889,1010.51,0.65,13.9587,16.03888889
14.61111111,1010.76,0.68,9.9176,14.61111111
13.26111111,1011.31,0.74,3.4776,13.26111111
12.06111111,1011.52,0.77,3.5742,12.06111111
11.83333333,1011.3,0.78,3.9123,11.83333333
11.58888889,1011.02,0.74,6.5044,11.58888889
11.52222222,1010.93,0.74,6.3756,11.52222222
10.68333333,1010.68,0.81,9.7244,10.68333333
10.07222222,1011.02,0.82,4.9266,10.07222222
12.06666667,1011.13,0.75,9.499,12.06666667
12.78333333,1011.72,0.77,8.5813,12.78333333
16,1011.83,0.67,13.0893,16
17.10555556,1011.36,0.63,3.2361,17.10555556
20.74444444,1011.55,0.54,4.5885,20.74444444
22.58888889,1010.93,0.45,9.1609,22.58888889
23.83888889,1010.14,0.45,9.6117,23.83888889
24.92222222,1009.34,0.41,9.6117,24.92222222
24.97222222,1008.53,0.42,8.4042,24.97222222
24.97222222,1007.64,0.44,11.0446,24.97222222
24.52777778,1006.95,0.43,10.3201,24.52777778
23.86111111,1006.34,0.41,9.4024,23.86111111
22.15,1006.13,0.47,11.0768,22.15
20.21111111,1006.04,0.55,11.3666,20.21111111
18.72222222,1006.53,0.61,12.236,18.72222222
18.81666667,1006.24,0.59,13.9587,18.81666667
17.90555556,1006.3,0.65,10.4489,17.90555556
18.12777778,1006.96,0.66,16.261,18.12777778
17.06666667,1006.62,0.73,22.8459,17.06666667
16.59444444,1005.12,0.73,13.8943,16.59444444
14.93333333,1005.17,0.8,6.1341,14.93333333
15.61666667,1004.57,0.72,10.7548,15.61666667
15.35555556,1003.93,0.75,14.9247,15.35555556
14.97777778,1003.64,0.78,15.3272,14.97777778
13.91666667,1003.65,0.83,24.0534,13.91666667
14.97777778,1003.82,0.83,15.8907,14.97777778
16.02222222,1003.36,0.78,20.0445,16.02222222
17.13333333,1002.96,0.72,14.1358,17.13333333
17.85555556,1002.75,0.7,12.3165,17.85555556
18.8,1002.46,0.68,13.6367,18.8
18.8,1002.07,0.65,16.2771,18.8
17.34444444,1002.24,0.74,14.2646,17.34444444
16.3,1002.29,0.85,19.0624,16.3
16.25555556,1002.27,0.86,9.177,16.25555556
17.16666667,1001.29,0.81,9.0643,17.16666667
16.06666667,1001.35,0.87,8.8228,16.06666667
16,1001.17,0.87,4.186,16
15.07777778,1001.5,0.87,7.1806,15.07777778
14.88888889,1002.12,0.87,2.8497,14.88888889
14.82222222,1002.25,0.91,5.9087,14.82222222
13.91666667,1002.31,0.96,3.6386,13.91666667
13.73333333,1002.45,0.96,6.4722,13.73333333
12.68888889,1002.55,0.96,15.4721,12.68888889
12.68888889,1002.13,0.96,15.4721,12.68888889
12.06111111,1001.88,0.96,14.1358,12.06111111
11.52777778,1001.76,0.96,14.2485,11.52777778
11.02777778,1001.63,0.96,15.8585,11.02777778
10.99444444,1001.57,0.93,14.1358,10.99444444
10.97222222,1001.87,0.93,11.0768,10.97222222
10.97777778,1002.16,0.94,14.5383,10.97777778
10.97222222,1002.06,0.93,17.1143,10.97222222
12.06666667,1002.27,0.86,14.168,12.06666667
12.12222222,1002.66,0.87,13.7977,12.12222222
12.12777778,1002.73,0.92,14.3129,12.12777778
13.72222222,1002.55,0.83,15.8263,13.72222222
13.90555556,1002.49,0.82,16.2288,13.90555556
13.77222222,1002.25,0.83,14.5061,13.77222222
14.77222222,1002.15,0.73,14.3129,14.77222222
13.86666667,1002.09,0.77,16.3415,13.86666667
12.71111111,1002.35,0.77,17.0821,12.71111111
12.63888889,1002.85,0.77,14.168,12.63888889
12.1,1003.67,0.8,14.7798,12.1
12.03888889,1004.44,0.75,12.6868,12.03888889
11.52777778,1004.63,0.8,11.2056,11.52777778
10.55,1004.71,0.81,13.0571,10.55
21.71111111,1010.38,0.76,6.1502,21.71111111
20.61666667,1010.54,0.81,2.415,20.61666667
21.21111111,1010.51,0.8,6.9552,21.21111111
19.88333333,1012.58,0.88,19.8513,19.88333333
19.81666667,1011.4,0.88,10.6099,19.81666667
19.74444444,1010.84,0.89,9.4668,19.74444444
18.84444444,1011.12,0.93,12.558,18.84444444
19.93333333,1012.64,0.88,9.5795,19.93333333
21.07777778,1013.06,0.87,14.0553,21.07777778
22.24444444,1013.23,0.81,22.2824,22.24444444
22.8,1013.06,0.78,22.3468,22.8
25.07777778,1013.59,0.72,15.7941,25.07777778
26.03888889,1014.06,0.6,16.1644,26.03888889
27.15,1014.56,0.54,15.9873,27.86666667
27.07777778,1014.52,0.56,14.8925,27.86666667
27.22222222,1013.57,0.6,17.1143,28.33333333
27.24444444,1012.89,0.56,15.9712,28.07222222
26.34444444,1013.46,0.58,15.8102,26.34444444
26.03888889,1013.59,0.6,5.6511,26.03888889
23.91111111,1014.36,0.69,9.6439,23.91111111
23.91111111,1014.11,0.67,13.1054,23.91111111
22.73333333,1014.46,0.71,15.8263,22.73333333
22.15,1015.16,0.71,14.0231,22.15
21.7,1015.2,0.71,13.8782,21.7
21.38333333,1014.16,0.72,6.4239,21.38333333
21.31666667,1013.87,0.7,7.1806,21.31666667
19.35555556,1013.69,0.81,5.6672,19.35555556
18.75,1013.26,0.79,10.7387,18.75
17.75555556,1012.98,0.81,6.2951,17.75555556
17.32777778,1013.19,0.83,2.9463,17.32777778
17.26666667,1013.23,0.87,4.9105,17.26666667
19.81666667,1013.14,0.79,0.7406,19.81666667
21.84444444,1012.91,0.74,3.3005,21.84444444
23.71111111,1012.67,0.69,2.2218,23.71111111
25.88333333,1012.37,0.6,4.2826,25.88333333
26.97222222,1012.38,0.54,1.127,27.65555556
28.68333333,1011.75,0.51,9.1609,29.42222222
29.72777778,1011.17,0.47,10.1752,30.20555556
30.62777778,1010.71,0.42,11.4471,30.71111111
30.78888889,1009.59,0.42,9.9015,30.96666667
28.58888889,1009.24,0.47,15.617,28.84444444
27.61111111,1009.51,0.53,19.9479,28.28888889
22.45555556,1009.79,0.62,27.0319,22.45555556
19.77222222,1011.06,0.64,31.4433,19.77222222
17.41111111,1012.76,0.75,26.9353,17.41111111
14.95555556,1013.28,0.93,23.345,14.95555556
14.90555556,1014.39,0.93,24.6008,14.90555556
14.91666667,1014.15,0.93,25.9049,14.91666667
14.37777778,1015.18,0.93,14.168,14.37777778
14.30555556,1015.27,0.9,14.1841,14.30555556
13.81111111,1016.43,0.91,9.4829,13.81111111
13.81666667,1016.25,0.9,11.3827,13.81666667
13.81666667,1016.64,0.86,6.6493,13.81666667
13.34444444,1016.73,0.91,10.0625,13.34444444
12.8,1016.79,0.95,12.6063,12.8
12.82777778,1017.58,0.9,11.0446,12.82777778
13.81111111,1018.11,0.9,12.3165,13.81111111
13.42777778,1018.47,0.9,17.0821,13.42777778
14.02777778,1018.87,0.92,15.6975,14.02777778
15.12222222,1019.3,0.86,12.8478,15.12222222
15.06666667,1019.27,0.86,12.5258,15.06666667
17.15,1019.57,0.75,9.016,17.15
16.95555556,1019.77,0.77,10.1269,16.95555556
17.22222222,1019.57,0.72,13.6367,17.22222222
17.2,1019.57,0.72,13.7816,17.2
16.99444444,1019.83,0.77,14.1519,16.99444444
16.08888889,1020.07,0.87,12.6546,16.08888889
15.53333333,1020.37,0.9,10.8031,15.53333333
14.96666667,1020.8,0.93,10.6421,14.96666667
14.90555556,1021.05,0.93,10.7065,14.90555556
14.86111111,1021.25,0.9,10.7548,14.86111111
14.28888889,1021.71,0.94,6.5688,14.28888889
14.19444444,1021.77,0.93,6.279,14.19444444
13.54444444,1021.79,0.94,6.5044,13.54444444
12.08333333,1021.92,0.96,3.5259,12.08333333
10.90555556,1022,1,6.3756,10.90555556
10.34444444,1022.37,1,6.3595,10.34444444
9.966666667,1022.61,0.99,6.0858,9.422222222
9.816666667,1022.88,1,3.2039,9.816666667
12.02222222,1023.37,1,9.1287,12.02222222
14.7,1023.6,0.85,9.4507,14.7
17.08888889,1023.58,0.72,12.3326,17.08888889
17.78333333,1023.67,0.64,12.3809,17.78333333
18.87222222,1023.98,0.49,13.2503,18.87222222
20,1023.85,0.45,11.0607,20
21.06111111,1023.83,0.46,12.5258,21.06111111
21.1,1023.75,0.4,10.6582,21.1
22.22222222,1023.63,0.33,8.4203,22.22222222
22.24444444,1023.33,0.38,14.1036,22.24444444
21.98888889,1023.38,0.37,13.041,21.98888889
21.17777778,1023.44,0.41,12.4775,21.17777778
19.97222222,1023.73,0.52,0.483,19.97222222
16.36111111,1024.25,0.74,3.7996,16.36111111
13.93888889,1024.65,0.82,4.7495,13.93888889
13.28888889,1025.25,0.85,6.2951,13.28888889
12.47777778,1025.58,0.86,3.4454,12.47777778
11.57777778,1025.75,0.9,8.05,11.57777778
11.04444444,1025.65,0.89,8.05,11.04444444
10.78888889,1025.84,0.87,5.0071,10.78888889
10.04444444,1025.81,0.93,3.0751,10.04444444
9.527777778,1025.63,0.96,0,9.527777778
8.988888889,1025.58,0.95,1.9481,8.988888889
10.20555556,1025.82,0.93,8.05,10.20555556
13.86666667,1025.73,0.9,3.1878,13.86666667
14.97777778,1026.06,0.82,3.381,14.97777778
17.26666667,1026.13,0.72,3.22,17.26666667
20.02222222,1026.12,0.57,1.3202,20.02222222
21.94444444,1026,0.46,1.4973,21.94444444
22.24444444,1025.81,0.49,7.6636,22.24444444
22.24444444,1025.5,0.43,2.8175,22.24444444
22.33888889,1025.18,0.44,2.7531,22.33888889
23.83888889,1024.7,0.39,9.0643,23.83888889
22.86666667,1024.3,0.48,9.0804,22.86666667
22.85555556,1024.18,0.43,6.0536,22.85555556
22.8,1024.1,0.48,4.0089,22.8
22.24444444,1024.11,0.53,3.0268,22.24444444
19.11111111,1024.35,0.66,0.3381,19.11111111
17.22222222,1024.7,0.81,0,17.22222222
16.6,1024.81,0.87,0,16.6
16.05,1024.86,0.84,3.3327,16.05
15.39444444,1024.62,0.87,3.22,15.39444444
14.35555556,1024.53,0.9,6.1502,14.35555556
13.95,1024.41,0.92,2.7692,13.95
12.71111111,1024.42,0.96,6.44,12.71111111
12.68888889,1024.22,0.96,0,12.68888889
12.79444444,1024.02,0.95,2.6565,12.79444444
12.66666667,1024.23,0.96,3.22,12.66666667
15.93888889,1024.22,0.87,0.1449,15.93888889
18.62222222,1024.37,0.84,3.1073,18.62222222
22.2,1024.3,0.68,11.27,22.2
23.83888889,1024.11,0.62,4.9749,23.83888889
24.8,1024.03,0.5,6.9391,24.8
25.07222222,1023.7,0.5,3.2361,25.07222222
27.17222222,1023.4,0.42,7.4704,27.07777778
26.97222222,1023.01,0.43,9.0482,27.01666667
27.21666667,1022.4,0.41,7.7924,27.1
27.77777778,1022.09,0.43,9.7244,27.67222222
27.22222222,1021.81,0.45,2.5921,27.31666667
27.22222222,1021.19,0.44,10.787,27.24444444
25.05,1021,0.54,7.9373,25.05
22.42222222,1021.22,0.62,7.1001,22.42222222
